	n	pred
0	0.1	0.2539605
1	0.1	0.3967684
2	0.1	0.64288914
3	0.1	0.48390082
4	0.1	-0.18595059
5	0.1	0.57056665
6	0.1	0.4491068
7	0.1	-0.1861184
8	0.1	0.45750654
9	0.1	0.5324149
10	0.1	0.53754085
11	0.1	0.43677664
12	0.1	0.5463589
13	0.1	0.4515554
14	0.1	0.58410347
15	0.1	0.27749747
16	0.1	0.34405798
17	0.1	0.53189534
18	0.1	0.41544008
19	0.1	0.41812176
20	0.4	0.6654812
21	0.4	0.5450516
22	0.4	0.64948875
23	0.4	0.5277538
24	0.4	0.69541395
25	0.4	0.5763624
26	0.4	0.7044179
27	0.4	0.5744475
28	0.4	0.6544996
29	0.4	0.6802098
30	0.4	0.6640025
31	0.4	0.6670095
32	0.4	0.6414968
33	0.4	-0.18554784
34	0.4	-0.18553743
35	0.4	0.5845131
36	0.4	0.6759645
37	0.4	0.6673415
38	0.4	0.57075703
39	0.4	0.5802273
40	0.7000000000000001	0.5291979
41	0.7000000000000001	0.48577175
42	0.7000000000000001	0.541588
43	0.7000000000000001	0.6160086
44	0.7000000000000001	0.7975973
45	0.7000000000000001	0.6343826
46	0.7000000000000001	0.55919087
47	0.7000000000000001	0.6454256
48	0.7000000000000001	0.8194922
49	0.7000000000000001	0.6573671
50	0.7000000000000001	0.663477
51	0.7000000000000001	0.48047227
52	0.7000000000000001	0.54554194
53	0.7000000000000001	0.61737186
54	0.7000000000000001	0.77983224
55	0.7000000000000001	0.4722922
56	0.7000000000000001	0.5320231
57	0.7000000000000001	0.6211357
58	0.7000000000000001	0.62478703
59	0.7000000000000001	0.62706417
60	1.0000000000000002	0.6350001
61	1.0000000000000002	0.60598123
62	1.0000000000000002	0.722346
63	1.0000000000000002	0.674075
64	1.0000000000000002	0.59089994
65	1.0000000000000002	0.687975
66	1.0000000000000002	0.7666427
67	1.0000000000000002	0.63489234
68	1.0000000000000002	0.67675734
69	1.0000000000000002	0.40172628
70	1.0000000000000002	0.5702208
71	1.0000000000000002	0.7320922
72	1.0000000000000002	0.70410943
73	1.0000000000000002	0.8114446
74	1.0000000000000002	0.78059155
75	1.0000000000000002	0.455228
76	1.0000000000000002	0.64138645
77	1.0000000000000002	0.39909473
78	1.0000000000000002	0.55395097
79	1.0000000000000002	0.6507926
80	1.3000000000000003	0.6874869
81	1.3000000000000003	0.5281252
82	1.3000000000000003	0.75475
83	1.3000000000000003	0.5492198
84	1.3000000000000003	0.62362355
85	1.3000000000000003	0.5666372
86	1.3000000000000003	0.63350827
87	1.3000000000000003	0.54784507
88	1.3000000000000003	0.6679262
89	1.3000000000000003	0.642839
90	1.3000000000000003	0.49331927
91	1.3000000000000003	0.6933853
92	1.3000000000000003	0.6739209
93	1.3000000000000003	0.7555573
94	1.3000000000000003	0.71355313
95	1.3000000000000003	-0.18355678
96	1.3000000000000003	0.7580198
97	1.3000000000000003	0.72036064
98	1.3000000000000003	0.516648
99	1.3000000000000003	0.73448193
100	1.6000000000000003	0.5627475
101	1.6000000000000003	0.5727775
102	1.6000000000000003	0.6829457
103	1.6000000000000003	0.56075424
104	1.6000000000000003	0.7970267
105	1.6000000000000003	0.7102412
106	1.6000000000000003	0.5946233
107	1.6000000000000003	0.6710153
108	1.6000000000000003	0.725177
109	1.6000000000000003	0.6719981
110	1.6000000000000003	0.49746028
111	1.6000000000000003	0.7415944
112	1.6000000000000003	0.57354313
113	1.6000000000000003	0.44604716
114	1.6000000000000003	0.7154246
115	1.6000000000000003	0.59548897
116	1.6000000000000003	0.6905957
117	1.6000000000000003	0.6353628
118	1.6000000000000003	0.5891322
119	1.6000000000000003	0.6382725
120	1.9000000000000004	0.69745207
121	1.9000000000000004	0.56781036
122	1.9000000000000004	0.7692394
123	1.9000000000000004	0.5061788
124	1.9000000000000004	0.59351695
125	1.9000000000000004	0.86760896
126	1.9000000000000004	0.69938684
127	1.9000000000000004	0.6933823
128	1.9000000000000004	0.78256416
129	1.9000000000000004	0.7844982
130	1.9000000000000004	0.7459085
131	1.9000000000000004	0.5010098
132	1.9000000000000004	0.3671374
133	1.9000000000000004	0.7930698
134	1.9000000000000004	0.5970485
135	1.9000000000000004	0.61379117
136	1.9000000000000004	0.6145876
137	1.9000000000000004	0.5445348
138	1.9000000000000004	0.51830596
139	1.9000000000000004	0.7163652
140	2.2000000000000006	0.6081887
141	2.2000000000000006	0.8246415
142	2.2000000000000006	0.68071026
143	2.2000000000000006	0.6190783
144	2.2000000000000006	0.5847859
145	2.2000000000000006	0.54409176
146	2.2000000000000006	0.60502976
147	2.2000000000000006	0.6992394
148	2.2000000000000006	0.6016163
149	2.2000000000000006	0.8311922
150	2.2000000000000006	0.6243199
151	2.2000000000000006	0.6344766
152	2.2000000000000006	0.74060506
153	2.2000000000000006	0.7129752
154	2.2000000000000006	0.6035158
155	2.2000000000000006	0.5055962
156	2.2000000000000006	0.6701481
157	2.2000000000000006	0.6163632
158	2.2000000000000006	0.8317666
159	2.2000000000000006	0.7044592
