	n	pred
0	0	0.67878175
1	0	0.5966999
2	0	0.80122983
3	0	0.6779792
4	0	0.10060534
5	0	0.67085314
6	0	0.57036996
7	0	0.6390162
8	0	0.62376446
9	0	0.5324325
10	0	0.6440753
11	0	0.6723122
12	0	0.7205209
13	0	0.64251083
14	0	0.7195197
15	0	0.54044
16	0	0.6220867
17	0	0.59830207
18	0	0.6199049
19	0	0.59589994
20	3	0.6863849
21	3	0.514705
22	3	0.7127672
23	3	0.60110325
24	3	0.72435087
25	3	0.6757909
26	3	0.69991326
27	3	0.58268416
28	3	0.794743
29	3	0.7381911
30	3	0.6686317
31	3	0.761723
32	3	0.6707469
33	3	0.6733928
34	3	0.41240862
35	3	0.71394444
36	3	0.78048843
37	3	0.71152693
38	3	0.68526644
39	3	0.6545775
40	6	0.6469981
41	6	0.44503427
42	6	0.5574927
43	6	0.6584149
44	6	0.7880417
45	6	0.6610438
46	6	0.487368
47	6	0.7202178
48	6	0.80702
49	6	0.68143475
50	6	0.7180786
51	6	0.49957243
52	6	0.5824065
53	6	0.6084305
54	6	0.74888766
55	6	0.4686382
56	6	0.57056266
57	6	0.6352456
58	6	0.55796087
59	6	0.5832702
60	9	0.6342104
61	9	0.54733366
62	9	0.6727275
63	9	0.6738718
64	9	0.6198465
65	9	0.64337575
66	9	0.77322465
67	9	0.507422
68	9	0.62172055
69	9	0.42168137
70	9	0.5500435
71	9	0.71817636
72	9	0.7103457
73	9	0.76180804
74	9	0.7396527
75	9	0.46059853
76	9	0.6636622
77	9	0.48071146
78	9	0.50432676
79	9	0.6560063
80	12	0.4959112
81	12	0.50145936
82	12	0.6534466
83	12	0.4124152
84	12	0.6341537
85	12	0.4537363
86	12	0.5595292
87	12	0.4600303
88	12	0.6416256
89	12	0.5065673
90	12	0.5001632
91	12	0.6579472
92	12	0.63642913
93	12	0.69560385
94	12	0.65756017
95	12	-0.18398225
96	12	0.72691715
97	12	0.54143596
98	12	0.439485
99	12	0.65134186
100	15	0.43277687
101	15	0.3420762
102	15	0.6474093
103	15	0.4099965
104	15	0.61443275
105	15	0.5378546
106	15	0.40442804
107	15	0.54791486
108	15	0.59703755
109	15	0.48970464
110	15	0.42471367
111	15	0.52988464
112	15	0.44321606
113	15	0.3100696
114	15	0.57739973
115	15	0.36033237
116	15	0.62134045
117	15	0.5905327
118	15	0.5302874
119	15	0.32398292
120	18	0.47788233
121	18	0.44493037
122	18	0.580049
123	18	0.33617896
124	18	0.37285918
125	18	0.6239837
126	18	0.41998893
127	18	0.4300463
128	18	0.4575158
129	18	0.48830396
130	18	0.6165602
131	18	0.38960332
132	18	0.3020309
133	18	0.5910604
134	18	0.3939159
135	18	0.52474
136	18	0.44569674
137	18	0.50671065
138	18	0.271645
139	18	0.45873892
140	21	0.32638827
141	21	0.5192631
142	21	0.48851568
143	21	0.2893354
144	21	0.43710673
145	21	0.3591593
146	21	0.33638677
147	21	0.24463248
148	21	0.15458328
149	21	0.49506527
150	21	0.35984114
151	21	0.55963355
152	21	0.11499812
153	21	0.32178953
154	21	0.29197302
155	21	0.11138397
156	21	0.13266073
157	21	0.43077794
158	21	0.40658796
159	21	0.4309551
