	n	pred
0	0.5	0.12969542
1	0.5	0.23932154
2	0.5	0.29545426
3	0.5	0.17911866
4	0.5	-0.8393237
5	0.5	0.16647187
6	0.5	0.15706703
7	0.5	0.32157224
8	0.5	0.2180254
9	0.5	0.30726895
10	0.5	0.30381387
11	0.5	0.36434242
12	0.5	0.29270995
13	0.5	0.37875962
14	0.5	0.39830992
15	0.5	0.3120968
16	0.5	0.3825556
17	0.5	0.32641527
18	0.5	0.36792576
19	0.5	0.29223585
20	0.7	0.4300421
21	0.7	0.48985142
22	0.7	0.41409716
23	0.7	0.40590143
24	0.7	0.42383584
25	0.7	0.50968534
26	0.7	0.4579965
27	0.7	0.37682903
28	0.7	0.342945
29	0.7	0.3942032
30	0.7	0.3646744
31	0.7	0.28691846
32	0.7	0.27633113
33	0.7	0.1415397
34	0.7	0.21937786
35	0.7	0.4265616
36	0.7	0.45564997
37	0.7	0.48747268
38	0.7	0.27865598
39	0.7	0.32727715
40	0.8999999999999999	0.4385153
41	0.8999999999999999	0.53008646
42	0.8999999999999999	0.587631
43	0.8999999999999999	0.55565834
44	0.8999999999999999	0.38563076
45	0.8999999999999999	0.4852516
46	0.8999999999999999	0.48119622
47	0.8999999999999999	0.54356277
48	0.8999999999999999	0.47946605
49	0.8999999999999999	0.49590138
50	0.8999999999999999	0.45589596
51	0.8999999999999999	0.32071579
52	0.8999999999999999	0.5063809
53	0.8999999999999999	0.6120349
54	0.8999999999999999	0.5506144
55	0.8999999999999999	0.5463788
56	0.8999999999999999	0.496648
57	0.8999999999999999	0.4911054
58	0.8999999999999999	0.46624333
59	0.8999999999999999	0.51893836
60	1.0999999999999999	0.5522817
61	1.0999999999999999	0.5031369
62	1.0999999999999999	0.57623214
63	1.0999999999999999	0.58415264
64	1.0999999999999999	0.5617125
65	1.0999999999999999	0.59902644
66	1.0999999999999999	0.58463746
67	1.0999999999999999	0.4761453
68	1.0999999999999999	0.5999373
69	1.0999999999999999	0.38201275
70	1.0999999999999999	0.5297426
71	1.0999999999999999	0.5043725
72	1.0999999999999999	0.4585001
73	1.0999999999999999	0.5305726
74	1.0999999999999999	0.49324912
75	1.0999999999999999	0.43611258
76	1.0999999999999999	0.47305948
77	1.0999999999999999	0.25508443
78	1.0999999999999999	0.5285837
79	1.0999999999999999	0.5305749
80	1.2999999999999998	0.5748646
81	1.2999999999999998	0.47984862
82	1.2999999999999998	0.34943587
83	1.2999999999999998	0.46791664
84	1.2999999999999998	0.4739278
85	1.2999999999999998	0.47167298
86	1.2999999999999998	0.5327295
87	1.2999999999999998	0.500478
88	1.2999999999999998	0.55482537
89	1.2999999999999998	0.58068705
90	1.2999999999999998	0.45793143
91	1.2999999999999998	0.51147574
92	1.2999999999999998	0.4994021
93	1.2999999999999998	0.4942479
94	1.2999999999999998	0.43801022
95	1.2999999999999998	0.17284833
96	1.2999999999999998	0.5285603
97	1.2999999999999998	0.5336732
98	1.2999999999999998	0.43434787
99	1.2999999999999998	0.5640995
100	1.4999999999999998	0.44380844
101	1.4999999999999998	0.32467276
102	1.4999999999999998	0.6023726
103	1.4999999999999998	0.42329746
104	1.4999999999999998	0.45825428
105	1.4999999999999998	0.35774538
106	1.4999999999999998	0.42080933
107	1.4999999999999998	0.4673794
108	1.4999999999999998	0.47273666
109	1.4999999999999998	0.4177585
110	1.4999999999999998	0.35784435
111	1.4999999999999998	0.49130797
112	1.4999999999999998	0.4269893
113	1.4999999999999998	0.39581007
114	1.4999999999999998	0.47987297
115	1.4999999999999998	0.45607415
116	1.4999999999999998	0.4048348
117	1.4999999999999998	0.48310488
118	1.4999999999999998	0.44995958
119	1.4999999999999998	0.4648929
120	1.6999999999999997	0.4454131
121	1.6999999999999997	0.55174595
122	1.6999999999999997	0.46920288
123	1.6999999999999997	0.32765532
124	1.6999999999999997	0.45354545
125	1.6999999999999997	0.48778754
126	1.6999999999999997	0.39986682
127	1.6999999999999997	0.33903712
128	1.6999999999999997	0.44277847
129	1.6999999999999997	0.42995206
130	1.6999999999999997	0.43829113
131	1.6999999999999997	0.4810016
132	1.6999999999999997	0.36779308
133	1.6999999999999997	0.48162174
134	1.6999999999999997	0.46748942
135	1.6999999999999997	0.21720676
136	1.6999999999999997	0.4242
137	1.6999999999999997	0.4311241
138	1.6999999999999997	0.39544123
139	1.6999999999999997	0.31874797
140	1.8999999999999997	0.35431015
141	1.8999999999999997	0.4093095
142	1.8999999999999997	0.39538217
143	1.8999999999999997	0.41993704
144	1.8999999999999997	0.5675762
145	1.8999999999999997	0.50638384
146	1.8999999999999997	0.51529646
147	1.8999999999999997	0.3679824
148	1.8999999999999997	0.3452051
149	1.8999999999999997	0.15274136
150	1.8999999999999997	0.5719597
151	1.8999999999999997	0.40829435
152	1.8999999999999997	0.31415793
153	1.8999999999999997	0.32038754
154	1.8999999999999997	0.19325592
155	1.8999999999999997	0.33434737
156	1.8999999999999997	0.50242156
157	1.8999999999999997	0.39780357
158	1.8999999999999997	0.50647724
159	1.8999999999999997	0.38163835
